Wikidata ID,Wikidata Label,BCT Name,BCT Link,Chicago Name,Chicago Link,Clowder Name,Clowder Link,Context Name,Context Link,Mathlib Name,Mathlib Link,nLab Name,nLab Link,PlanetMath Name,PlanetMath Link,Wikipedia Link
Q2913954,Percentile,,,,,,,,,,,,,percentile,http://planetmath.org/percentile,https://en.wikipedia.org/wiki/Percentile
Q291430,Sigma-finite,,,,,,,,,,,,,σ-finite,http://planetmath.org/sigmafinite,https://en.wikipedia.org/wiki/%CE%A3-finite%20measure
Q2914363,Structure formation,,,,,,,,,,,structure formation,https://ncatlab.org/nlab/show/structure+formation,,,https://en.wikipedia.org/wiki/Structure%20formation
Q2914432,No-go theorem,,,,,,,,,,,no-go theorem,https://ncatlab.org/nlab/show/no-go+theorem,,,https://en.wikipedia.org/wiki/No-go%20theorem
Q2914509,Nullspace,,,nullity,https://mathgloss.github.io/MathGloss/chicago/nullity,,,,,,,,,nullity,http://planetmath.org/nullity,https://en.wikipedia.org/wiki/Kernel%20%28linear%20algebra%29
Q2915096,Reliability function,,,,,,,,,,,,,survivor function,http://planetmath.org/survivorfunction,https://en.wikipedia.org/wiki/Survival%20function
Q2915225,Finite intersection property,,,,,,,,,,,finite intersection property,https://ncatlab.org/nlab/show/finite+intersection+property,finite intersection property,http://planetmath.org/finiteintersectionproperty,https://en.wikipedia.org/wiki/Finite%20intersection%20property
Q2915234,Motzkin number,,,,,,,,,,,Motzkin number,https://ncatlab.org/nlab/show/Motzkin+number,Motzkin number,http://planetmath.org/motzkinnumber,https://en.wikipedia.org/wiki/Motzkin%20number
Q2915448,Flat map,,,,,,,,,,,sharp map,https://ncatlab.org/nlab/show/sharp+map,,,https://en.wikipedia.org/wiki/Musical%20isomorphism
Q2915729,Matrix Algebra,,,,,,,,,,,matrix algebra,https://ncatlab.org/nlab/show/matrix+algebra,matrix ring,http://planetmath.org/matrixring,https://en.wikipedia.org/wiki/Matrix%20ring
Q2915997,Cauchy determinant,,,,,,,,,,,,,Cauchy matrix,http://planetmath.org/cauchymatrix,https://en.wikipedia.org/wiki/Cauchy%20matrix
Q2916283,Differential graded algebra,,,,,,,,,,,graded derivation,https://ncatlab.org/nlab/show/graded+derivation,differential graded algebra,http://planetmath.org/differentialgradedalgebra,https://en.wikipedia.org/wiki/Differential%20graded%20algebra
Q29167,Matrix calculus,,,,,,,,,,,matrix calculus,https://ncatlab.org/nlab/show/matrix+calculus,derivative of matrix,http://planetmath.org/derivativeofmatrix,https://en.wikipedia.org/wiki/Matrix%20calculus
Q29175,Derivative,,,,,,,,,,,differentiation,https://ncatlab.org/nlab/show/differentiation,derivative,http://planetmath.org/derivative,https://en.wikipedia.org/wiki/Derivative
Q2917823,Multiplicative set,,,,,,,,,,,multiplicative subset,https://ncatlab.org/nlab/show/multiplicative+subset,multiplicative set,http://planetmath.org/multiplicativeset,https://en.wikipedia.org/wiki/Multiplicatively%20closed%20set
Q2919059,Exponential factorial,,,,,,,,,,,,,exponential factorial,http://planetmath.org/exponentialfactorial,https://en.wikipedia.org/wiki/Exponential%20factorial
Q2919100,Artinian module,,,,,,,,,,,Artinian bimodule,https://ncatlab.org/nlab/show/Artinian+bimodule,,,https://en.wikipedia.org/wiki/Artinian%20module
Q2919401,Ostrowski's theorem,,,,,,,,,,,Ostrowski's theorem,https://ncatlab.org/nlab/show/Ostrowski%27s+theorem,Ostrowski theorem,http://planetmath.org/ostrowskitheorem,https://en.wikipedia.org/wiki/Ostrowski%27s%20theorem
Q2920416,Kernel (category theory),kernel,https://arxiv.org/pdf/1612.09375#page=14,,,,,kernel,https://emilyriehl.github.io/files/context.pdf#page=159,,,kernel,https://ncatlab.org/nlab/show/kernel,kernel,http://planetmath.org/kernel1,https://en.wikipedia.org/wiki/Kernel%20%28category%20theory%29
Q2920801,Invariant polynomial,,,,,,,,,,,invariant polynomial,https://ncatlab.org/nlab/show/invariant+polynomial,invariant polynomial,http://planetmath.org/invariantpolynomial,https://en.wikipedia.org/wiki/Invariant%20polynomial
Q2920850,Connection (principal bundle),,,,,,,,,,,principal connection,https://ncatlab.org/nlab/show/principal+connection,,,https://en.wikipedia.org/wiki/Connection%20%28principal%20bundle%29
Q2933722,Scientific calculator,,,,,,,,,,,,,scientific calculator,http://planetmath.org/scientificcalculator,https://en.wikipedia.org/wiki/Scientific%20calculator
Q2937829,Characterization (mathematics),,,,,,,,,,,,,characterisation,http://planetmath.org/characterisation,https://en.wikipedia.org/wiki/Characterization%20%28mathematics%29
Q2940480,Rotation system,,,,,,,,,,,combinatorial map,https://ncatlab.org/nlab/show/combinatorial+map,,,https://en.wikipedia.org/wiki/Combinatorial%20map
Q2943034,Braided monoidal category,,,,,,,,,,,braided monoidal category,https://ncatlab.org/nlab/show/braided+monoidal+category,,,https://en.wikipedia.org/wiki/Braided%20monoidal%20category
Q2945123,Center of mass,,,,,,,,,,,,,centre of mass,http://planetmath.org/centreofmass,https://en.wikipedia.org/wiki/Center%20of%20mass
Q2963975,Surgery theory,,,,,,,,,,,surgery theory,https://ncatlab.org/nlab/show/surgery+theory,,,https://en.wikipedia.org/wiki/Surgery%20theory
Q2976036,,,,Baire class,https://mathgloss.github.io/MathGloss/chicago/baire_class,,,,,,,,,,,
Q2976255,Fixed-point combinator,,,,,,,,,,,fixed-point combinator,https://ncatlab.org/nlab/show/fixed-point+combinator,,,https://en.wikipedia.org/wiki/Fixed-point%20combinator
Q2976517,ADE classification,,,,,,,,,,,ADE classification,https://ncatlab.org/nlab/show/ADE+classification,,,https://en.wikipedia.org/wiki/ADE%20classification
Q2981610,Stabilizer code,,,,,,,,,,,stabilizer code,https://ncatlab.org/nlab/show/stabilizer+code,,,https://en.wikipedia.org/wiki/Stabilizer%20code
Q2981889,Motivic cohomology,,,,,,,,,,,motivic cohomology,https://ncatlab.org/nlab/show/motivic+cohomology,motivic cohomology,http://planetmath.org/motiviccohomology1,https://en.wikipedia.org/wiki/Motivic%20cohomology
Q2982669,Tropical geometry,,,,,,,,,,,tropical geometry,https://ncatlab.org/nlab/show/tropical+geometry,,,https://en.wikipedia.org/wiki/Tropical%20geometry
Q2983383,Necklace (combinatorics),,,,,,,,,,,necklace,https://ncatlab.org/nlab/show/necklace,,,https://en.wikipedia.org/wiki/Necklace%20%28combinatorics%29
Q2989575,Irreducible element,,,irreducible element of an integral domain,https://mathgloss.github.io/MathGloss/chicago/irreducible_element_of_an_integral_domain,,,,,irreducible element,https://leanprover-community.github.io/mathlib4_docs/Mathlib/Algebra/Group/Irreducible/Defs.html#Irreducible,irreducible element,https://ncatlab.org/nlab/show/irreducible+element,,,https://en.wikipedia.org/wiki/Irreducible%20element
Q2989763,Commutator,,,,,,,,,,,group commutator,https://ncatlab.org/nlab/show/group+commutator,commutator bracket,http://planetmath.org/commutatorbracket,https://en.wikipedia.org/wiki/Commutator
Q2991898,Fredholm integral equation,,,,,,,,,,,,,Fredholm equation,http://planetmath.org/fredholmequation,https://en.wikipedia.org/wiki/Fredholm%20integral%20equation
Q2993265,Divided differences,,,,,,,,,,,,,divided difference,http://planetmath.org/divideddifference,https://en.wikipedia.org/wiki/Divided%20differences
Q2993300,Artin conjecture (L-functions),,,,,,,,,,,Artin L-function,https://ncatlab.org/nlab/show/Artin+L-function,,,https://en.wikipedia.org/wiki/Artin%20L-function
Q2993305,Baum–Connes conjecture,,,,,,,,,,,Baum-Connes conjecture,https://ncatlab.org/nlab/show/Baum-Connes+conjecture,,,https://en.wikipedia.org/wiki/Baum%E2%80%93Connes%20conjecture
Q2993329,Milnor conjecture (K-theory),,,,,,,,,,,Milnor's conjecture,https://ncatlab.org/nlab/show/Milnor%27s+conjecture,,,https://en.wikipedia.org/wiki/Milnor%20conjecture%20%28K-theory%29
Q2993342,Phenomenology (physics),,,,,,,,,,,phenomenology (physics),https://ncatlab.org/nlab/show/phenomenology+%28physics%29,,,https://en.wikipedia.org/wiki/Phenomenology%20%28physics%29
Q2993471,Ehresmann connection,,,,,,,,,,,Ehresmann connection,https://ncatlab.org/nlab/show/Ehresmann+connection,,,https://en.wikipedia.org/wiki/Ehresmann%20connection
Q2994918,Prouhet–Thue–Morse constant,,,,,,,,,,,,,Prouhet-Thue-Morse constant,http://planetmath.org/prouhetthuemorseconstant,https://en.wikipedia.org/wiki/Prouhet%E2%80%93Thue%E2%80%93Morse%20constant
Q2995691,Almost complex manifold,,,,,,,,,,,Nijenhuis tensor,https://ncatlab.org/nlab/show/Nijenhuis+tensor,Newlander-Niremberg theorem,http://planetmath.org/newlandernirembergtheorem,https://en.wikipedia.org/wiki/Almost%20complex%20manifold
Q29961325,Arabic numerals,,,,,,,,,,,,,Arabic numerals,http://planetmath.org/arabicnumerals,https://en.wikipedia.org/wiki/Arabic%20numerals
Q2996637,Leibniz's rule (derivatives and integrals),,,,,,,,,,,,,differentiation under the integral sign,http://planetmath.org/differentiationundertheintegralsign,https://en.wikipedia.org/wiki/Leibniz%20integral%20rule
Q2996684,Plücker embedding,,,,,,,,,,,Plücker embedding,https://ncatlab.org/nlab/show/Pl%C3%BCcker+embedding,,,https://en.wikipedia.org/wiki/Pl%C3%BCcker%20embedding
Q2996919,Split-quaternion,,,,,,,,,,,split quaternion,https://ncatlab.org/nlab/show/split+quaternion,,,https://en.wikipedia.org/wiki/Split-quaternion
Q2996956,Daniell integral,,,,,,,,,,,Daniell integral,https://ncatlab.org/nlab/show/Daniell+integral,,,https://en.wikipedia.org/wiki/Daniell%20integral
Q2997419,Projective linear group,,,,,,,,,,,projective special linear group,https://ncatlab.org/nlab/show/projective+special+linear+group,projective special linear group,http://planetmath.org/projectivespeciallineargroup,https://en.wikipedia.org/wiki/Projective%20linear%20group
Q2997763,Rupture field,,,,,,,,,rupture field,https://leanprover-community.github.io/mathlib4_docs/Mathlib/RingTheory/AdjoinRoot.html#AdjoinRoot,,,,,https://en.wikipedia.org/wiki/Rupture%20field
Q2997817,Perfect field,,,,,,,,,perfect closure,https://leanprover-community.github.io/mathlib4_docs/Mathlib/FieldTheory/PerfectClosure.html#PerfectClosure,perfect field,https://ncatlab.org/nlab/show/perfect+field,perfect field,http://planetmath.org/perfectfield,https://en.wikipedia.org/wiki/Perfect%20field
Q2997914,Robinson-Schensted-Knuth algorithm,,,,,,,,,,,Robinson-Schensted-Knuth correspondence,https://ncatlab.org/nlab/show/Robinson-Schensted-Knuth+correspondence,,,https://en.wikipedia.org/wiki/Robinson%E2%80%93Schensted%E2%80%93Knuth%20correspondence
Q3001145,Current (mathematics),,,,,,,,,,,integral current,https://ncatlab.org/nlab/show/integral+current,current,http://planetmath.org/current,https://en.wikipedia.org/wiki/Current%20%28mathematics%29
Q3001220,Modular function field,,,,,,,,,,,modular curve,https://ncatlab.org/nlab/show/modular+curve,,,https://en.wikipedia.org/wiki/Modular%20curve
Q300159,AVL tree,,,,,,,,,,,,,AVL tree,http://planetmath.org/avltree,https://en.wikipedia.org/wiki/AVL%20tree
Q3002819,Phononic crystal,,,,,,,,,,,phononic crystal,https://ncatlab.org/nlab/show/phononic+crystal,,,https://en.wikipedia.org/wiki/Acoustic%20metamaterial
Q300901,Diff,,,,,,,,,,,Diff,https://ncatlab.org/nlab/show/Diff,,,https://en.wikipedia.org/wiki/Diff
Q3010607,Recession cone,,,,,,,,,,,,,recession cone,http://planetmath.org/recessioncone,https://en.wikipedia.org/wiki/Recession%20cone
Q3010804,Core (group theory),,,,,,,,,,,,,core of a subgroup,http://planetmath.org/coreofasubgroup,https://en.wikipedia.org/wiki/Core%20%28group%20theory%29
Q301122,Conformal group,,,,,,,,,,,conformal group,https://ncatlab.org/nlab/show/conformal+group,,,https://en.wikipedia.org/wiki/Conformal%20group
Q3013123,Number derivative,,,,,,,,,,,,,arithmetic derivative,http://planetmath.org/arithmeticderivative,https://en.wikipedia.org/wiki/Arithmetic%20derivative
Q3014744,Condensation point,,,,,,,,,,,,,condensation point,http://planetmath.org/condensationpoint,https://en.wikipedia.org/wiki/Condensation%20point
Q3022111,Bicyclic semigroup,,,,,,,,,,,,,bicyclic semigroup,http://planetmath.org/bicyclicsemigroup,https://en.wikipedia.org/wiki/Bicyclic%20semigroup
Q3022116,Transformation semi-group,,,,,,,,,,,,,semigroup of transformations,http://planetmath.org/semigroupoftransformations,https://en.wikipedia.org/wiki/Transformation%20semigroup
Q3022118,Inverse semigroup,,,,,,,,,,,Wagner-Preston theorem,https://ncatlab.org/nlab/show/Wagner-Preston+theorem,Wagner-Preston representation theorem,http://planetmath.org/wagnerprestonrepresentationtheorem,https://en.wikipedia.org/wiki/Inverse%20semigroup
Q3022119,Regular semigroup,,,,,,,,,,,,,regular semigroup,http://planetmath.org/regularsemigroup,https://en.wikipedia.org/wiki/Regular%20semigroup
Q302518,Heated propogator,,,,,,,,,,,Feynman propagator,https://ncatlab.org/nlab/show/Feynman+propagator,,,https://en.wikipedia.org/wiki/Propagator
Q3027672,Inelastic scattering,,,,,,,,,,,inelastic scattering,https://ncatlab.org/nlab/show/inelastic+scattering,,,https://en.wikipedia.org/wiki/Inelastic%20scattering
Q303100,Graph isomorphism,,,,,,,,,,,,,graph isomorphism,http://planetmath.org/graphisomorphism,https://en.wikipedia.org/wiki/Graph%20isomorphism
Q3032223,Infrared divergence,,,,,,,,,,,infrared divergence,https://ncatlab.org/nlab/show/infrared+divergence,,,https://en.wikipedia.org/wiki/Infrared%20divergence
Q3032228,Ultraviolet divergence,,,,,,,,,,,ultraviolet divergence,https://ncatlab.org/nlab/show/ultraviolet+divergence,,,https://en.wikipedia.org/wiki/Ultraviolet%20divergence
Q303402,Rank–nullity theorem,,,,,,,,,,,rank-nullity theorem,https://ncatlab.org/nlab/show/rank-nullity+theorem,rank-nullity theorem,http://planetmath.org/ranknullitytheorem1,https://en.wikipedia.org/wiki/Rank%E2%80%93nullity%20theorem
Q3038340,Rectifiable set,,,rectifiable,https://mathgloss.github.io/MathGloss/chicago/rectifiable,,,,,,,,,rectifiable set,http://planetmath.org/rectifiableset,https://en.wikipedia.org/wiki/Rectifiable%20set
Q3041173,Extension problem,,,,,,,group extension,https://emilyriehl.github.io/files/context.pdf#page=19,,,group extension,https://ncatlab.org/nlab/show/group+extension,group extension,http://planetmath.org/groupextension,https://en.wikipedia.org/wiki/Group%20extension
Q3042004,Hyperbolic set,,,,,,,,,,,,,hyperbolic set,http://planetmath.org/hyperbolicset,https://en.wikipedia.org/wiki/Hyperbolic%20set
Q3042809,Splitting of prime ideals in Galois extensions,,,,,,,,,,,,,decomposition group,http://planetmath.org/decompositiongroup,https://en.wikipedia.org/wiki/Splitting%20of%20prime%20ideals%20in%20Galois%20extensions
Q3044470,Nonconstructive proof,,,,,,,,,,,weak counterexample,https://ncatlab.org/nlab/show/weak+counterexample,,,https://en.wikipedia.org/wiki/Constructive%20proof
Q3044802,Ramanujan prime,,,,,,,,,,,,,Ramanujan prime,http://planetmath.org/ramanujanprime,https://en.wikipedia.org/wiki/Ramanujan%20prime
Q304490,Householder transformation,,,,,,,,,,,,,Householder transformation,http://planetmath.org/householdertransformation,https://en.wikipedia.org/wiki/Householder%20transformation
Q3045336,Fredholm determinant,,,,,,,,,,,Fredholm determinant,https://ncatlab.org/nlab/show/Fredholm+determinant,,,https://en.wikipedia.org/wiki/Fredholm%20determinant
Q3045793,E7 (mathematics),,,,,,,,,,,E₇,https://ncatlab.org/nlab/show/E%E2%82%87,,,https://en.wikipedia.org/wiki/E7%20%28mathematics%29
Q304878,National Science Foundation,,,,,,,,,,,,,National Science Foundation,http://planetmath.org/nationalsciencefoundation,https://en.wikipedia.org/wiki/National%20Science%20Foundation
Q3052356,Tessarine,,,,,,,,,,,tessarines,https://ncatlab.org/nlab/show/tessarines,,,https://en.wikipedia.org/wiki/Bicomplex%20number
Q3054915,Pointed set,,,,,pointed-sets:pointed-sets,https://www.clowderproject.com/tag/009B.html,pointed set,https://emilyriehl.github.io/files/context.pdf#page=180,,,pointed set,https://ncatlab.org/nlab/show/pointed+set,pointed set,http://planetmath.org/pointedset,https://en.wikipedia.org/wiki/Pointed%20set
Q3055336,Hartley function,,,,,,,,,,,max-entropy,https://ncatlab.org/nlab/show/max-entropy,Hartley function,http://planetmath.org/hartleyfunction,https://en.wikipedia.org/wiki/Hartley%20function
Q3055345,Differential entropy,,,,,,,,,,,,,differential entropy,http://planetmath.org/differentialentropy,https://en.wikipedia.org/wiki/Differential%20entropy
Q3055355,Topological entropy,,,,,,,,,,,,,topological entropy,http://planetmath.org/topologicalentropy,https://en.wikipedia.org/wiki/Topological%20entropy
Q3055409,Karoubi envelope,,,,,,,split idempotent,https://emilyriehl.github.io/files/context.pdf#page=106,,,split idempotent,https://ncatlab.org/nlab/show/split+idempotent,,,https://en.wikipedia.org/wiki/Karoubi%20envelope
Q3058183,Bergman space,,,,,,,,,,,,,Bergman space,http://planetmath.org/bergmanspace,https://en.wikipedia.org/wiki/Bergman%20space
Q3058206,Category of graded vector spaces,,,,,,,,,,,graded vector space,https://ncatlab.org/nlab/show/graded+vector+space,,,https://en.wikipedia.org/wiki/Graded%20vector%20space
Q3058212,Measure space,,,measure space,https://mathgloss.github.io/MathGloss/chicago/measure_space,,,,,,,measure space,https://ncatlab.org/nlab/show/measure+space,,,https://en.wikipedia.org/wiki/Measure%20space
Q3058218,Measurable space,,,Borel space,https://mathgloss.github.io/MathGloss/chicago/borel_space,,,measurable space,https://emilyriehl.github.io/files/context.pdf#page=177,,,measurable space,https://ncatlab.org/nlab/show/measurable+space,measurable space,http://planetmath.org/measurablespace,https://en.wikipedia.org/wiki/Measurable%20space
Q3058244,Symmetric space,,,,,,,,,,,symmetric space,https://ncatlab.org/nlab/show/symmetric+space,,,https://en.wikipedia.org/wiki/Symmetric%20space
Q30587585,Stone space,,,,,,,,,,,Stone space,https://ncatlab.org/nlab/show/Stone+space,Stone space,http://planetmath.org/stonespace,https://en.wikipedia.org/wiki/Stone%20space
Q30590144,Brown–Gitler spectrum,,,,,,,,,,,Brown-Gitler spectrum,https://ncatlab.org/nlab/show/Brown-Gitler+spectrum,,,https://en.wikipedia.org/wiki/Brown%E2%80%93Gitler%20spectrum
Q30590669,Quasitopos,,,,,,,,,,,quasitopos,https://ncatlab.org/nlab/show/quasitopos,,,https://en.wikipedia.org/wiki/Quasitopos
Q305936,Lp space,,,Lp space,https://mathgloss.github.io/MathGloss/chicago/lp_space,,,,,$L^p$ space,https://leanprover-community.github.io/mathlib4_docs/Mathlib/MeasureTheory/Function/LpSpace/Basic.html#MeasureTheory.Lp,p-norm,https://ncatlab.org/nlab/show/p-norm,L^p-space,http://planetmath.org/lpspace,https://en.wikipedia.org/wiki/Lp%20space
