Wikidata ID,Wikidata Label,Chicago Notes,MathLib Undergrad,Topoi,BCT,Context,nlab
[Q1051983](https://www.wikidata.org/wiki/Q1051983),cyclotomic polynomial,,[cyclotomic polynomials](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/RingTheory/Polynomial/Cyclotomic/Basic.html#Polynomial.cyclotomic),,,,
[Q2895824](https://www.wikidata.org/wiki/Q2895824),definable set,,,,,https://ncatlab.org/nlab/show/definable%2Bset,
[Q2141963](https://www.wikidata.org/wiki/Q2141963),retract,[deformation retraction](https://mathgloss.github.io/MathGloss/chicago/deformation_retraction),,,,https://ncatlab.org/nlab/show/neighborhood%2Bretract,
[Q1473607](https://www.wikidata.org/wiki/Q1473607),degree of a polynomial,[degree of polynomial](https://mathgloss.github.io/MathGloss/chicago/degree_of_polynomial),,,,https://ncatlab.org/nlab/show/degree%2Bof%2Ba%2Bpolynomial,
[Q673444](https://www.wikidata.org/wiki/Q673444),dense set,[dense](https://mathgloss.github.io/MathGloss/chicago/dense),,,,https://ncatlab.org/nlab/show/dense%2Bsubspace,
[Q451323](https://www.wikidata.org/wiki/Q451323),derivation,[derivation](https://mathgloss.github.io/MathGloss/chicago/derivation),,,,,
[Q29175](https://www.wikidata.org/wiki/Q29175),derivative,,,,,https://ncatlab.org/nlab/show/differentiation,
[Q109314515](https://www.wikidata.org/wiki/Q109314515),lower central series,[descending central series](https://mathgloss.github.io/MathGloss/chicago/descending_central_series),,,,,
[Q178546](https://www.wikidata.org/wiki/Q178546),determinant,[determinant](https://mathgloss.github.io/MathGloss/chicago/determinant),[determinant (mathematics)](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/LinearAlgebra/Matrix/Determinant.html#Matrix.det),,,https://ncatlab.org/nlab/show/determinant,
[Q1208191](https://www.wikidata.org/wiki/Q1208191),Diagonalisierung,,diagonalization,,,,
[Q1058314](https://www.wikidata.org/wiki/Q1058314),diffeomorphism,[diffeomorphism](https://mathgloss.github.io/MathGloss/chicago/diffeomorphism),[diffeomorphisms](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Geometry/Manifold/ChartedSpace.html#Structomorph),,,https://ncatlab.org/nlab/show/diffeomorphism%2Bgroup,
[Q783507](https://www.wikidata.org/wiki/Q783507),differentiable function,,[differentiable functions](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Analysis/Calculus/FDeriv/Basic.html#Differentiable),,,https://ncatlab.org/nlab/show/differentiable%2Bmap,
[Q636889](https://www.wikidata.org/wiki/Q636889),total derivative,[differentiable](https://mathgloss.github.io/MathGloss/chicago/differentiable),,,,https://ncatlab.org/nlab/show/total%2Bderivative,
[Q1047080](https://www.wikidata.org/wiki/Q1047080),differential form,[differential k-form](https://mathgloss.github.io/MathGloss/chicago/differential_k-form),,,,https://ncatlab.org/nlab/show/differential%2Bform,
[Q929302](https://www.wikidata.org/wiki/Q929302),dimension of a vector space,[dimension of vector space](https://mathgloss.github.io/MathGloss/chicago/dimension_of_vector_space),,,,https://ncatlab.org/nlab/show/finite-dimensional%2Bvector%2Bspace,
[Q385599](https://www.wikidata.org/wiki/Q385599),Dirac comb,,dirac comb,,,,
[Q2725924](https://www.wikidata.org/wiki/Q2725924),direct product of groups,,[direct product of groups](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Algebra/Group/Prod.html#Prod.instGroup),,,https://ncatlab.org/nlab/show/direct%2Bproduct,
[Q5282259](https://www.wikidata.org/wiki/Q5282259),disjoint union,,[direct sum (topology)](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Algebra/DirectSum/Basic.html#DirectSum.IsInternal),[Disjoint union](https://mathgloss.github.io/CatGloss/topoi/disjoint_union),[Disjoint union](https://mathgloss.github.io/CatGloss/bct/disjoint_union),https://ncatlab.org/nlab/show/disjoint%2Bunion,
[Q13582243](https://www.wikidata.org/wiki/Q13582243),direct sum,[direct sum of group representations](https://mathgloss.github.io/MathGloss/chicago/direct_sum_of_group_representations),,[Q13582243](https://www.wikidata.org/wiki/Q13582243),[direct sum](https://mathgloss.github.io/MathGloss/context/direct sums),,
[Q1142861](https://www.wikidata.org/wiki/Q1142861),direct sum of modules,[direct sum of modules](https://mathgloss.github.io/MathGloss/chicago/direct_sum_of_modules),[complementary subspaces](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/LinearAlgebra/Basis/VectorSpace.html#Submodule.exists_isCompl),,,https://ncatlab.org/nlab/show/direct%2Bsum%2Bof%2BBanach%2Bspaces,
[Q383851](https://www.wikidata.org/wiki/Q383851),directional derivative,[directional derivative](https://mathgloss.github.io/MathGloss/chicago/directional_derivative),directional derivative,,,https://ncatlab.org/nlab/show/directional%2Bderivative,
[Q1217467](https://www.wikidata.org/wiki/Q1217467),Dirichlet's theorem,,dirichlet theorem,,,,
[Q1228851](https://www.wikidata.org/wiki/Q1228851),discrete category,[discrete category](https://mathgloss.github.io/MathGloss/chicago/discrete_category),,[Discrete category](https://mathgloss.github.io/CatGloss/topoi/discrete_category),,https://ncatlab.org/nlab/show/discrete%2Bcategory,
[Q91267214](https://www.wikidata.org/wiki/Q91267214),discrete topology,[discrete topology](https://mathgloss.github.io/MathGloss/chicago/discrete_topology),,,,,
[Q865811](https://www.wikidata.org/wiki/Q865811),distribution,,distribution (mathematics),,,https://ncatlab.org/nlab/show/distribution,
[Q564835](https://www.wikidata.org/wiki/Q564835),distribution,,distribution (differential geometry),,,,
[Q200726](https://www.wikidata.org/wiki/Q200726),probability distribution,,distribution (probability),,,https://ncatlab.org/nlab/show/probability%2Bdistribution,
[Q1782332](https://www.wikidata.org/wiki/Q1782332),divisible group,[divisible group](https://mathgloss.github.io/MathGloss/chicago/divisible_group),,,,https://ncatlab.org/nlab/show/divisible%2Bgroup,
[Q1231309](https://www.wikidata.org/wiki/Q1231309),division algebra,[division algebra](https://mathgloss.github.io/MathGloss/chicago/division_algebra),,,,https://ncatlab.org/nlab/show/division%2Balgebra,
[Q1226939](https://www.wikidata.org/wiki/Q1226939),division,[division in a ring](https://mathgloss.github.io/MathGloss/chicago/division_in_a_ring),,,,https://ncatlab.org/nlab/show/division,
[Q650741](https://www.wikidata.org/wiki/Q650741),division ring,[division ring](https://mathgloss.github.io/MathGloss/chicago/division_ring),,,,https://ncatlab.org/nlab/show/skewfield,
[Q1067156](https://www.wikidata.org/wiki/Q1067156),dominated convergence theorem,,[dominated convergence theorem](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/MeasureTheory/Integral/Bochner.html#MeasureTheory.tendsto_integral_of_dominated_convergence),,,,
[Q2297777](https://www.wikidata.org/wiki/Q2297777),dual basis,,[dual basis](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/LinearAlgebra/Dual.html#Basis.dualBasis),[Q2297777](https://www.wikidata.org/wiki/Q2297777),[dual basis](https://mathgloss.github.io/MathGloss/context/dual basis),https://ncatlab.org/nlab/show/dual%2Bbasis,
[Q3427408](https://www.wikidata.org/wiki/Q3427408),dual representation,[dual representation of a lie algebra](https://mathgloss.github.io/MathGloss/chicago/dual_representation_of_a_lie_algebra),,,,,
[Q2742711](https://www.wikidata.org/wiki/Q2742711),graph distance,,eccentricity (graph theory),,,https://ncatlab.org/nlab/show/radius,
[Q104486](https://www.wikidata.org/wiki/Q104486),eccentricity,,eccentricity (mathematics),,,,
[Q1415372](https://www.wikidata.org/wiki/Q1415372),path,[edge path](https://mathgloss.github.io/MathGloss/chicago/edge_path),,,,,
[Q3553768](https://www.wikidata.org/wiki/Q3553768),eigenvalue,[eigenvalue](https://mathgloss.github.io/MathGloss/chicago/eigenvalue),,,,,
[Q190524](https://www.wikidata.org/wiki/Q190524),eigenvectors and eigenvalues,,[eigenvector](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/LinearAlgebra/Eigenspace/Basic.html#Module.End.HasEigenvector),,,https://ncatlab.org/nlab/show/eigenvector,
[Q3555174](https://www.wikidata.org/wiki/Q3555174),eigenvector,[eigenvector](https://mathgloss.github.io/MathGloss/chicago/eigenvector),,,,,
[Q1057416](https://www.wikidata.org/wiki/Q1057416),Eisenstein's criterion,,[eisenstein's criterion](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/RingTheory/EisensteinCriterion.html#Polynomial.irreducible_of_eisenstein_criterion),,,,
[Q1017231](https://www.wikidata.org/wiki/Q1017231),elementary abelian group,[elementary abelian p-group](https://mathgloss.github.io/MathGloss/chicago/elementary_abelian_p-group),,,,,
[Q609566](https://www.wikidata.org/wiki/Q609566),elementary matrix,[elementary matrix](https://mathgloss.github.io/MathGloss/chicago/elementary_matrix),elementary row operations,,,https://ncatlab.org/nlab/show/elementary%2Bmatrix,
[Q1333611](https://www.wikidata.org/wiki/Q1333611),manifold with boundary,[embedded m-dimensional manifold with boundary](https://mathgloss.github.io/MathGloss/chicago/embedded_m-dimensional_manifold_with_boundary),,,,,
[Q980509](https://www.wikidata.org/wiki/Q980509),embedding,[embedding](https://mathgloss.github.io/MathGloss/chicago/embedding),,[Q980509](https://www.wikidata.org/wiki/Q980509),[embedding](https://mathgloss.github.io/MathGloss/context/embedding),https://ncatlab.org/nlab/show/embedding,
[Q226183](https://www.wikidata.org/wiki/Q226183),empty set,,,[Empty set](https://mathgloss.github.io/CatGloss/topoi/empty_set),,https://ncatlab.org/nlab/show/empty%2Bsubset,
[Q1340800](https://www.wikidata.org/wiki/Q1340800),endomorphism,[endomorphism](https://mathgloss.github.io/MathGloss/chicago/endomorphism),,,,https://ncatlab.org/nlab/show/endomorphism,
[Q215084](https://www.wikidata.org/wiki/Q215084),analytic function,[entire](https://mathgloss.github.io/MathGloss/chicago/entire),,,,https://ncatlab.org/nlab/show/analytic%2Bfunction,
[Q1211071](https://www.wikidata.org/wiki/Q1211071),equivalence class,[equivalence class](https://mathgloss.github.io/MathGloss/chicago/equivalence_class),,,,https://ncatlab.org/nlab/show/quotient%2Bset,
[Q256355](https://www.wikidata.org/wiki/Q256355),equivariant map,[equivariant map](https://mathgloss.github.io/MathGloss/chicago/equivariant_map),,,[Equivariant map](https://mathgloss.github.io/CatGloss/bct/equivariant_map),https://ncatlab.org/nlab/show/intertwiner,
[Q1969054](https://www.wikidata.org/wiki/Q1969054),essential supremum,[essentially bounded](https://mathgloss.github.io/MathGloss/chicago/essentially_bounded),,,,https://ncatlab.org/nlab/show/essential%2Bsupremum,
[Q867345](https://www.wikidata.org/wiki/Q867345),Euclidean domain,[euclidean domain](https://mathgloss.github.io/MathGloss/chicago/euclidean_domain),,,,https://ncatlab.org/nlab/show/Euclidean%2Bring,
[Q181365](https://www.wikidata.org/wiki/Q181365),scalar product,[euclidean inner product](https://mathgloss.github.io/MathGloss/chicago/euclidean_inner_product),,,,,
[Q852973](https://www.wikidata.org/wiki/Q852973),Euler characteristic,[euler characteristic of a graph](https://mathgloss.github.io/MathGloss/chicago/euler_characteristic_of_a_graph),,,,https://ncatlab.org/nlab/show/Euler%2Bnumber,
[Q190026](https://www.wikidata.org/wiki/Q190026),Euler's totient function,[euler's totient function](https://mathgloss.github.io/MathGloss/chicago/euler's_totient_function),[euler's totient function](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Data/Nat/Totient.html#Nat.totient),,,,
[Q1297532](https://www.wikidata.org/wiki/Q1297532),Event,,[events](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/MeasureTheory/MeasurableSpace/Defs.html#MeasurableSet),,,,
[Q1326955](https://www.wikidata.org/wiki/Q1326955),exact sequence,[exact sequence](https://mathgloss.github.io/MathGloss/chicago/exact_sequence),,[Q1326955](https://www.wikidata.org/wiki/Q1326955),[exact sequence](https://mathgloss.github.io/MathGloss/context/exact sequence),https://ncatlab.org/nlab/show/exact%2Bsequence,
[Q32998717](https://www.wikidata.org/wiki/Q32998717),exponent of a group,[exponent of a finite group](https://mathgloss.github.io/MathGloss/chicago/exponent_of_a_finite_group),,,,,
[Q4391173](https://www.wikidata.org/wiki/Q4391173),exponential object,,[exponential (category theory)](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Data/Complex/Exponential.html#Real.exp),[Power object](https://mathgloss.github.io/CatGloss/topoi/power_object),[Exponential](https://mathgloss.github.io/CatGloss/bct/exponential),https://ncatlab.org/nlab/show/power%2Bobject,
[Q582659](https://www.wikidata.org/wiki/Q582659),exponential growth,,exponential law,,,,
[Q1196652](https://www.wikidata.org/wiki/Q1196652),exterior algebra,,,,,https://ncatlab.org/nlab/show/exterior%2Balgebra,
[Q13408581](https://www.wikidata.org/wiki/Q13408581),exterior product,[exterior power of linear transformation](https://mathgloss.github.io/MathGloss/chicago/exterior_power_of_linear_transformation),,,,,
[Q1322786](https://www.wikidata.org/wiki/Q1322786),exterior,[exterior](https://mathgloss.github.io/MathGloss/chicago/exterior),,,,https://ncatlab.org/nlab/show/exterior,
[Q1385465](https://www.wikidata.org/wiki/Q1385465),extreme point,,[extreme point](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Analysis/Convex/Extreme.html#Set.extremePoints),,,,
[Q623950](https://www.wikidata.org/wiki/Q623950),Fast Fourier transform,,fast Fourier transform,,,,
[Q1068118](https://www.wikidata.org/wiki/Q1068118),Fatou's lemma,,[fatou's lemma](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/MeasureTheory/Integral/Lebesgue.html#MeasureTheory.lintegral_liminf_le),,,,
[Q571154](https://www.wikidata.org/wiki/Q571154),Fejér's theorem,,fejer theorem,,,,
[Q16897605](https://www.wikidata.org/wiki/Q16897605),fiber functor,[fiber translation functor](https://mathgloss.github.io/MathGloss/chicago/fiber_translation_functor),,,,https://ncatlab.org/nlab/show/fiber%2Bfunctor,
[Q1640811](https://www.wikidata.org/wiki/Q1640811),fiber,[fiber](https://mathgloss.github.io/MathGloss/chicago/fiber),,[Q1640811](https://www.wikidata.org/wiki/Q1640811),[fiber](https://mathgloss.github.io/MathGloss/context/fiber),https://ncatlab.org/nlab/show/fiber,
[Q493941](https://www.wikidata.org/wiki/Q493941),fibration,[fibration](https://mathgloss.github.io/MathGloss/chicago/fibration),,,,https://ncatlab.org/nlab/show/Serre%2Bfibration,
[Q190109](https://www.wikidata.org/wiki/Q190109),field,[field](https://mathgloss.github.io/MathGloss/chicago/field),,,,https://ncatlab.org/nlab/show/field%2Btheory,
[Q1201101](https://www.wikidata.org/wiki/Q1201101),Fields,,[fields](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Algebra/Field/Defs.html#Field),,,,
[Q5448799](https://www.wikidata.org/wiki/Q5448799),Filled Julia set,[filled julia set](https://mathgloss.github.io/MathGloss/chicago/filled_julia_set),,,,,
[Q603880](https://www.wikidata.org/wiki/Q603880),finite field,,[finite fields](https://leanprover-community.github.io/mathlib4_docs/field_theory/finite.html),,,https://ncatlab.org/nlab/show/finite%2Bfield,
[Q1057968](https://www.wikidata.org/wiki/Q1057968),finite group,,,,,https://ncatlab.org/nlab/show/finite%2Bgroup,
[Q1761084](https://www.wikidata.org/wiki/Q1761084),length,[finite length r-module](https://mathgloss.github.io/MathGloss/chicago/finite_length_r-module),,,,,
[Q272404](https://www.wikidata.org/wiki/Q272404),finite set,,,,,https://ncatlab.org/nlab/show/finite%2Bset,
[Q2835968](https://www.wikidata.org/wiki/Q2835968),finitely generated algebra,,,,,https://ncatlab.org/nlab/show/finitely%2Bgenerated%2Balgebra,
[Q1340572](https://www.wikidata.org/wiki/Q1340572),finitely generated module,[finitely generated r-module](https://mathgloss.github.io/MathGloss/chicago/finitely_generated_r-module),,,,,
[Q3568](https://www.wikidata.org/wiki/Q3568),focus,,focus (mathematics),,,,
[Q6520159](https://www.wikidata.org/wiki/Q6520159),Fourier transform,,fourier transform,,,https://ncatlab.org/nlab/show/Fourier%2Btransform,
[Q176244](https://www.wikidata.org/wiki/Q176244),Frattini subgroup,[frattini subgroup](https://mathgloss.github.io/MathGloss/chicago/frattini_subgroup),,,,,
[Q431078](https://www.wikidata.org/wiki/Q431078),free group,[free group](https://mathgloss.github.io/MathGloss/chicago/free_group),,,,https://ncatlab.org/nlab/show/free%2Bgroup,
[Q1292333](https://www.wikidata.org/wiki/Q1292333),free module,[free module](https://mathgloss.github.io/MathGloss/chicago/free_module),,[Q1292333](https://www.wikidata.org/wiki/Q1292333),[free vector space](https://mathgloss.github.io/MathGloss/context/free vector space on the set),https://ncatlab.org/nlab/show/free%2Bmodule,
[Q1149022](https://www.wikidata.org/wiki/Q1149022),Fubini's theorem,,[fubini's theorem](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/MeasureTheory/Constructions/Prod/Integral.html#MeasureTheory.integral_prod),,,https://ncatlab.org/nlab/show/Fubini%2Btheorem,
[Q579600](https://www.wikidata.org/wiki/Q579600),functional,[functional](https://mathgloss.github.io/MathGloss/chicago/functional),,,,https://ncatlab.org/nlab/show/functional,
[Q192760](https://www.wikidata.org/wiki/Q192760),fundamental theorem of algebra,,[fundamental Theorem of Algebra](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Analysis/Complex/Polynomial.html#Complex.exists_root),,,https://ncatlab.org/nlab/show/fundamental%2Btheorem%2Bof%2Balgebra,
[Q662830](https://www.wikidata.org/wiki/Q662830),fundamental group,[fundamental group](https://mathgloss.github.io/MathGloss/chicago/fundamental_group),,,,https://ncatlab.org/nlab/show/fundamental%2Bgroupoid,
[Q85174068](https://www.wikidata.org/wiki/Q85174068),fundamental groupoid,[fundamental groupoid](https://mathgloss.github.io/MathGloss/chicago/fundamental_groupoid),,,,,
[Q4944906](https://www.wikidata.org/wiki/Q4944906),Borel determinacy theorem,[gale-stewart game](https://mathgloss.github.io/MathGloss/chicago/gale-stewart_game),,,,,
[Q730384](https://www.wikidata.org/wiki/Q730384),Galois group,,,,,https://ncatlab.org/nlab/show/Galois%2Bgroup,
[Q15079592](https://www.wikidata.org/wiki/Q15079592),strategic game,[game](https://mathgloss.github.io/MathGloss/chicago/game),,,,,
[Q1069090](https://www.wikidata.org/wiki/Q1069090),Gauss–Seidel method,,gauss-Seidel,,,,
[Q2658](https://www.wikidata.org/wiki/Q2658),Gaussian elimination,,gaussian elimination,,,https://ncatlab.org/nlab/show/Gaussian%2Belimination,
[Q724975](https://www.wikidata.org/wiki/Q724975),Gaussian integer,[gaussian integers](https://mathgloss.github.io/MathGloss/chicago/gaussian_integers),,,,,
[Q17521172](https://www.wikidata.org/wiki/Q17521172),general linear Lie algebra,[general linear algebra](https://mathgloss.github.io/MathGloss/chicago/general_linear_algebra),,,,,
[Q524607](https://www.wikidata.org/wiki/Q524607),general linear group,[general linear group](https://mathgloss.github.io/MathGloss/chicago/general_linear_group),[general linear group](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/LinearAlgebra/GeneralLinearGroup.html#LinearMap.GeneralLinearGroup),,,https://ncatlab.org/nlab/show/stable%2Bgeneral%2Blinear%2Bgroup,
[Q25106477](https://www.wikidata.org/wiki/Q25106477),generating set of a module,[generate an r-module](https://mathgloss.github.io/MathGloss/chicago/generate_an_r-module),,,,,
[Q734209](https://www.wikidata.org/wiki/Q734209),generating set of a group,[generating set of a group](https://mathgloss.github.io/MathGloss/chicago/generating_set_of_a_group),,,,,
[Q1306887](https://www.wikidata.org/wiki/Q1306887),geometric series,,[geometric series](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Analysis/SpecificLimits/Normed.html#tsum_geometric_of_norm_lt_1),,,https://ncatlab.org/nlab/show/geometric%2Bseries,
[Q1199743](https://www.wikidata.org/wiki/Q1199743),gradient descent,,gradient descent,,,,
[Q173582](https://www.wikidata.org/wiki/Q173582),gradient,[gradient](https://mathgloss.github.io/MathGloss/chicago/gradient),gradient (calculus),,,https://ncatlab.org/nlab/show/gradient,
[Q182598](https://www.wikidata.org/wiki/Q182598),graph of a function,[graph of a function](https://mathgloss.github.io/MathGloss/chicago/graph_of_a_function),,,,https://ncatlab.org/nlab/show/graph%2Bof%2Ba%2Bfunction,
[Q141488](https://www.wikidata.org/wiki/Q141488),graph,[graph](https://mathgloss.github.io/MathGloss/chicago/graph),[order (graph theory)](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Data/Real/Basic.html#Real.linearOrder),,,https://ncatlab.org/nlab/show/order,
[Q131752](https://www.wikidata.org/wiki/Q131752),greatest common divisor,[greatest common divisor](https://mathgloss.github.io/MathGloss/chicago/greatest_common_divisor),[greatest common divisor](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Algebra/GCDMonoid/Basic.html#GCDMonoid.gcd),,,https://ncatlab.org/nlab/show/greatest%2Bcommon%2Bdivisor,
[Q217608](https://www.wikidata.org/wiki/Q217608),fixed point,[group action invariants](https://mathgloss.github.io/MathGloss/chicago/group_action_invariants),,[Fixed point](https://mathgloss.github.io/CatGloss/topoi/fixed_point),,https://ncatlab.org/nlab/show/fixpoint,
[Q17019511](https://www.wikidata.org/wiki/Q17019511),group algebra,[group algebra](https://mathgloss.github.io/MathGloss/chicago/group_algebra),,,,https://ncatlab.org/nlab/show/group%2Balgebra,
[Q1055807](https://www.wikidata.org/wiki/Q1055807),group representation,[group representation](https://mathgloss.github.io/MathGloss/chicago/group_representation),,,,https://ncatlab.org/nlab/show/representation%2Btheory,
[Q2602722](https://www.wikidata.org/wiki/Q2602722),group ring,[group ring](https://mathgloss.github.io/MathGloss/chicago/group_ring),,[Q2602722](https://www.wikidata.org/wiki/Q2602722),[group ring](https://mathgloss.github.io/MathGloss/context/group ring),[group_ring](https://mathgloss.github.io/MathGloss/context/group_ring),
[Q83478](https://www.wikidata.org/wiki/Q83478),group,[group](https://mathgloss.github.io/MathGloss/chicago/group),[group (mathematics)](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Algebra/Group/Defs.html#Group),[Group](https://mathgloss.github.io/CatGloss/topoi/group),,https://ncatlab.org/nlab/show/group,
[Q1196038](https://www.wikidata.org/wiki/Q1196038),groupoid,[groupoid](https://mathgloss.github.io/MathGloss/chicago/groupoid),,,,https://ncatlab.org/nlab/show/groupoid,
[Q510733](https://www.wikidata.org/wiki/Q510733),Gronwall's inequality,,[grönwall lemma](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Analysis/ODE/Gronwall.html#norm_le_gronwallBound_of_norm_deriv_right_le),,,,
[Q189569](https://www.wikidata.org/wiki/Q189569),basis,[hamel basis](https://mathgloss.github.io/MathGloss/chicago/hamel_basis),,,,https://ncatlab.org/nlab/show/basis%2Bof%2Ba%2Bvector%2Bspace,
[Q599027](https://www.wikidata.org/wiki/Q599027),harmonic function,[harmonic function](https://mathgloss.github.io/MathGloss/chicago/harmonic_function),,,,,
[Q326908](https://www.wikidata.org/wiki/Q326908),Hausdorff space,[hausdorff](https://mathgloss.github.io/MathGloss/chicago/hausdorff),,,,https://ncatlab.org/nlab/show/Hausdorff%2Bspace,
[Q765987](https://www.wikidata.org/wiki/Q765987),Heine–Cantor theorem,,[heine-Cantor theorem](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Topology/UniformSpace/Compact.html#CompactSpace.uniformContinuous_of_continuous),,,,
[Q77583424](https://www.wikidata.org/wiki/Q77583424),Hermitian inner product,[hermitian inner product](https://mathgloss.github.io/MathGloss/chicago/hermitian_inner_product),,,,,
[Q620495](https://www.wikidata.org/wiki/Q620495),Hessian matrix,[hessian matrix](https://mathgloss.github.io/MathGloss/chicago/hessian_matrix),hessian matrix,,,https://ncatlab.org/nlab/show/Hessian,
[Q3527215](https://www.wikidata.org/wiki/Q3527215),Hilbert projection theorem,,[hilbert projection theorem](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Analysis/InnerProductSpace/Projection.html#exists_norm_eq_iInf_of_complete_convex),,,,
[Q190056](https://www.wikidata.org/wiki/Q190056),Hilbert space,[hilbert space](https://mathgloss.github.io/MathGloss/chicago/hilbert_space),hilbert spaces,,,https://ncatlab.org/nlab/show/separable%2BHilbert%2Bspace,
[Q3139500](https://www.wikidata.org/wiki/Q3139500),holomorph of a group,[holomorph of a group](https://mathgloss.github.io/MathGloss/chicago/holomorph_of_a_group),,,,https://ncatlab.org/nlab/show/holomorph,
[Q207476](https://www.wikidata.org/wiki/Q207476),holomorphic function,,[holomorphic functions](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Analysis/Calculus/FDeriv/Basic.html#DifferentiableOn),,,https://ncatlab.org/nlab/show/holomorphic%2Bfunction,
[Q202906](https://www.wikidata.org/wiki/Q202906),homeomorphism,[homeomorphism](https://mathgloss.github.io/MathGloss/chicago/homeomorphism),[homeomorphisms](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Topology/Homeomorph.html#Homeomorph),[Homeomorphic](https://mathgloss.github.io/CatGloss/topoi/homeomorphic),,,
[Q12715503](https://www.wikidata.org/wiki/Q12715503),homologous,[homology class](https://mathgloss.github.io/MathGloss/chicago/homology_class),,,,,
[Q1144780](https://www.wikidata.org/wiki/Q1144780),Homology,[homology group](https://mathgloss.github.io/MathGloss/chicago/homology_group),,,,https://ncatlab.org/nlab/show/homology,
[Q868169](https://www.wikidata.org/wiki/Q868169),group homomorphism,[homomorphism of lie groups](https://mathgloss.github.io/MathGloss/chicago/homomorphism_of_lie_groups),[group morphism](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Algebra/Hom/Group/Defs.html#MonoidHom),,,,
[Q14775269](https://www.wikidata.org/wiki/Q14775269),homotopy category,[homotopy category](https://mathgloss.github.io/MathGloss/chicago/homotopy_category),,,,https://ncatlab.org/nlab/show/homotopy%2Bcategory,
[Q306560](https://www.wikidata.org/wiki/Q306560),mapping cone,[homotopy cofiber](https://mathgloss.github.io/MathGloss/chicago/homotopy_cofiber),,,,https://ncatlab.org/nlab/show/mapping%2Bcone,
[Q1626409](https://www.wikidata.org/wiki/Q1626409),homotopy equivalence,[homotopy equivalence of paths](https://mathgloss.github.io/MathGloss/chicago/homotopy_equivalence_of_paths),,,,,
[Q204034](https://www.wikidata.org/wiki/Q204034),hyperbolic function,,[hyperbolic trigonometric functions](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Data/Complex/Exponential.html#Real.sinh),,,https://ncatlab.org/nlab/show/hyperbolic%2Btangent,
[Q2243424](https://www.wikidata.org/wiki/Q2243424),idempotent element,[idempotent](https://mathgloss.github.io/MathGloss/chicago/idempotent),,[Q2243424](https://www.wikidata.org/wiki/Q2243424),[idempotent](https://mathgloss.github.io/MathGloss/context/idempotent),https://ncatlab.org/nlab/show/idempotent,
[Q5988368](https://www.wikidata.org/wiki/Q5988368),identity component,[identity component](https://mathgloss.github.io/MathGloss/chicago/identity_component),,,,https://ncatlab.org/nlab/show/identity%2Bcomponent,
[Q193794](https://www.wikidata.org/wiki/Q193794),identity matrix,[identity matrix](https://mathgloss.github.io/MathGloss/chicago/identity_matrix),,,,https://ncatlab.org/nlab/show/identity%2Bmatrix,
[Q860623](https://www.wikidata.org/wiki/Q860623),image,[image](https://mathgloss.github.io/MathGloss/chicago/image),,[Inverse image](https://mathgloss.github.io/CatGloss/topoi/inverse_image),,https://ncatlab.org/nlab/show/preimage,
[Q848375](https://www.wikidata.org/wiki/Q848375),implicit function theorem,,[implicit function theorem](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Analysis/Calculus/Implicit.html#ImplicitFunctionData.implicitFunction),,,https://ncatlab.org/nlab/show/implicit%2Bfunction%2Btheorem,
[Q464118](https://www.wikidata.org/wiki/Q464118),improper integral,,improper integral,,,,
[Q625303](https://www.wikidata.org/wiki/Q625303),independent events,,[independence of random variables](https://leanprover-community.github.io/mathlib4_docs/./Mathlib/Probability/Independence/Basic.html#ProbabilityTheory.iIndepFun),,,,
