Wikidata ID,Wikidata Label,Chicago,Mathlib,nLab,Context,PlanetMath
[Q632814](https://www.wikidata.org/wiki/Q632814),Riemannian manifold,,,[Riemannian metric](https://ncatlab.org/nlab/show/Riemannian%20metric),,[Riemannian manifold](http://planetmath.org/riemannianmanifold)
[Q2152570](https://www.wikidata.org/wiki/Q2152570),Riesz space,,,[Riesz space](https://ncatlab.org/nlab/show/Riesz%20space),,[vector lattice](http://planetmath.org/vectorlattice)
[Q1333055](https://www.wikidata.org/wiki/Q1333055),Rig (algebra),,,[semiring](https://ncatlab.org/nlab/show/semiring),,[semiring](http://planetmath.org/semiring)
[Q1262627](https://www.wikidata.org/wiki/Q1262627),Rigged Hilbert space,,,[rigged Hilbert space](https://ncatlab.org/nlab/show/rigged%20Hilbert%20space),,[rigged Hilbert space](http://planetmath.org/riggedhilbertspace)
[Q161172](https://www.wikidata.org/wiki/Q161172),Ring (mathematics),[ring](https://mathgloss.github.io/MathGloss/chicago/ring),[ring](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/Algebra/Ring/Defs.html#Ring),[ring object](https://ncatlab.org/nlab/show/ring%20object),[unital ring](https://mathgloss.github.io/MathGloss/context/unital_ring),[ring](http://planetmath.org/ring)
[Q1194212](https://www.wikidata.org/wiki/Q1194212),Ring homomorphism,[ring homomorphism](https://mathgloss.github.io/MathGloss/chicago/ring_homomorphism),[ring morphisms](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/Algebra/Ring/Hom/Defs.html#RingHom),,,[ring homomorphism](http://planetmath.org/ringhomomorphism)
[Q5695923](https://www.wikidata.org/wiki/Q5695923),Ring of fractions,,,[ring of fractions](https://ncatlab.org/nlab/show/ring%20of%20fractions),,[total ring of fractions](http://planetmath.org/totalringoffractions)
[Q1358313](https://www.wikidata.org/wiki/Q1358313),Ring of integers,,,[ring of integers](https://ncatlab.org/nlab/show/ring%20of%20integers),,[integral basis](http://planetmath.org/integralbasis)
[Q2064647](https://www.wikidata.org/wiki/Q2064647),Ring of sets,[ring of subsets](https://mathgloss.github.io/MathGloss/chicago/ring_of_subsets),,,,[ring of sets](http://planetmath.org/ringofsets)
[Q168344](https://www.wikidata.org/wiki/Q168344),Ringed space,,,[structure sheaf](https://ncatlab.org/nlab/show/structure%20sheaf),,[structure sheaf](http://planetmath.org/structuresheaf)
[Q17102802](https://www.wikidata.org/wiki/Q17102802),Rng (algebra),[rng](https://mathgloss.github.io/MathGloss/chicago/rng),,[Rng](https://ncatlab.org/nlab/show/Rng),,
[Q756747](https://www.wikidata.org/wiki/Q756747),Root of unity,,,[root of unity](https://ncatlab.org/nlab/show/root%20of%20unity),,[root of unity](http://planetmath.org/rootofunity)
[Q351030](https://www.wikidata.org/wiki/Q351030),Roots,,,[root](https://ncatlab.org/nlab/show/root),,[root](http://planetmath.org/root)
[Q2091296](https://www.wikidata.org/wiki/Q2091296),Row echelon form,,,[row echelon form](https://ncatlab.org/nlab/show/row%20echelon%20form),,[row echelon form](http://planetmath.org/rowechelonform)
[Q557624](https://www.wikidata.org/wiki/Q557624),Rule of product,[rule of product](https://mathgloss.github.io/MathGloss/chicago/rule_of_product),,,,[rule of product](http://planetmath.org/ruleofproduct)
[Q2360148](https://www.wikidata.org/wiki/Q2360148),Rule of sum,[rule of sum](https://mathgloss.github.io/MathGloss/chicago/rule_of_sum),,,,
[Q2997763](https://www.wikidata.org/wiki/Q2997763),Rupture field,,[rupture fields](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/RingTheory/AdjoinRoot.html#AdjoinRoot),,,
[Q33401](https://www.wikidata.org/wiki/Q33401),Russell's paradox,,,[Russell's paradox](https://ncatlab.org/nlab/show/Russell%27s%20paradox),,[Russell’s paradox](http://planetmath.org/russellsparadox)
[Q1289248](https://www.wikidata.org/wiki/Q1289248),Scalar (mathematics),,,[scalar](https://ncatlab.org/nlab/show/scalar),,[scalar](http://planetmath.org/scalar)
[Q1155772](https://www.wikidata.org/wiki/Q1155772),Scheme (mathematics),,,[scheme](https://ncatlab.org/nlab/show/scheme),,[scheme](http://planetmath.org/scheme)
[Q1778169](https://www.wikidata.org/wiki/Q1778169),Schur complement,,,[Schur complement](https://ncatlab.org/nlab/show/Schur%20complement),,[Schur complement](http://planetmath.org/schurcomplement)
[Q1369621](https://www.wikidata.org/wiki/Q1369621),Schwartz space,[Schwartz space](https://mathgloss.github.io/MathGloss/chicago/schwartz_space),,[Schwartz space](https://ncatlab.org/nlab/show/Schwartz%20space),,
[Q864589](https://www.wikidata.org/wiki/Q864589),Schwarzian derivative,,,[Schwarzian derivative](https://ncatlab.org/nlab/show/Schwarzian%20derivative),,[Schwarzian derivative](http://planetmath.org/schwarzianderivative)
[Q895815](https://www.wikidata.org/wiki/Q895815),Scott-continuous,,,[Scott topology](https://ncatlab.org/nlab/show/Scott%20topology),,[Scott topology](http://planetmath.org/scotttopology)
[Q1747745](https://www.wikidata.org/wiki/Q1747745),Second category,[meager](https://mathgloss.github.io/MathGloss/chicago/meager),,[meager set](https://ncatlab.org/nlab/show/meager%20set),,
[Q1363919](https://www.wikidata.org/wiki/Q1363919),Second countable,[second-countable](https://mathgloss.github.io/MathGloss/chicago/second-countable),,[second-countable space](https://ncatlab.org/nlab/show/second-countable%20space),,[second countable](http://planetmath.org/secondcountable)
[Q1548746](https://www.wikidata.org/wiki/Q1548746),Second-order logic,,,[second-order logic](https://ncatlab.org/nlab/show/second-order%20logic),,[second order logic](http://planetmath.org/secondorderlogic)
[Q855622](https://www.wikidata.org/wiki/Q855622),Sectional curvature,,,[sectional curvature](https://ncatlab.org/nlab/show/sectional%20curvature),,[sectional curvature](http://planetmath.org/sectionalcurvature)
[Q7448760](https://www.wikidata.org/wiki/Q7448760),Selmer group,,,[Selmer group](https://ncatlab.org/nlab/show/Selmer%20group),,[Selmer group](http://planetmath.org/selmergroup)
[Q7449310](https://www.wikidata.org/wiki/Q7449310),Semi-locally simply connected,[semi-locally simply connected](https://mathgloss.github.io/MathGloss/chicago/semi-locally_simply_connected),,,,[semilocally simply connected](http://planetmath.org/semilocallysimplyconnected)
[Q956437](https://www.wikidata.org/wiki/Q956437),Semi-norm,[norm](https://mathgloss.github.io/MathGloss/chicago/norm),[norm](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/Analysis/InnerProductSpace/Defs.html#InnerProductSpace.Core.toNorm),[norm](https://ncatlab.org/nlab/show/norm),,[vector norm](http://planetmath.org/vectornorm)
[Q7449354](https://www.wikidata.org/wiki/Q7449354),Semialgebraic set,,,[semialgebraic set](https://ncatlab.org/nlab/show/semialgebraic%20set),,[semialgebraic set](http://planetmath.org/semialgebraicset)
[Q291126](https://www.wikidata.org/wiki/Q291126),Semidirect product,[semidirect product](https://mathgloss.github.io/MathGloss/chicago/semidirect_product),,[semidirect product](https://ncatlab.org/nlab/show/semidirect%20product),,
[Q207348](https://www.wikidata.org/wiki/Q207348),SemiGroup,[semigroup](https://mathgloss.github.io/MathGloss/chicago/semigroup),,[semigroup](https://ncatlab.org/nlab/show/semigroup),,[semigroup](http://planetmath.org/semigroup)
[Q834585](https://www.wikidata.org/wiki/Q834585),Semilattice,,,[semilattice](https://ncatlab.org/nlab/show/semilattice),[join semilattice](https://mathgloss.github.io/MathGloss/context/join_semilattice),[semilattice](http://planetmath.org/semilattice)
[Q2269145](https://www.wikidata.org/wiki/Q2269145),Semilinear map,,,[semilinear map](https://ncatlab.org/nlab/show/semilinear%20map),,[semilinear transformation](http://planetmath.org/semilineartransformation)
[Q1006450](https://www.wikidata.org/wiki/Q1006450),Semisimple group,,,[reductive group](https://ncatlab.org/nlab/show/reductive%20group),,[semisimple group](http://planetmath.org/semisimplegroup)
[Q2366896](https://www.wikidata.org/wiki/Q2366896),Semisimple Lie group,[semisimple Lie algebra](https://mathgloss.github.io/MathGloss/chicago/semisimple_lie_algebra),,[semisimple Lie group](https://ncatlab.org/nlab/show/semisimple%20Lie%20group),,
[Q1485102](https://www.wikidata.org/wiki/Q1485102),Semisimple ring,[semisimple module](https://mathgloss.github.io/MathGloss/chicago/semisimple_module),,[semisimple ring](https://ncatlab.org/nlab/show/semisimple%20ring),,[semisimple ring](http://planetmath.org/semisimplering)
[Q680081](https://www.wikidata.org/wiki/Q680081),Separable space,[separable metric space](https://mathgloss.github.io/MathGloss/chicago/separable_metric_space),,[separable space](https://ncatlab.org/nlab/show/separable%20space),,[separable space](http://planetmath.org/separablespace)
[Q7451799](https://www.wikidata.org/wiki/Q7451799),Separating set,,,,[separator](https://mathgloss.github.io/MathGloss/context/separator),
[Q133250](https://www.wikidata.org/wiki/Q133250),Sequence,,,[sequence](https://ncatlab.org/nlab/show/sequence),,[sequence](http://planetmath.org/sequence)
[Q843632](https://www.wikidata.org/wiki/Q843632),Sequent,,,[sequent](https://ncatlab.org/nlab/show/sequent),,[sequent](http://planetmath.org/sequent)
[Q1771121](https://www.wikidata.org/wiki/Q1771121),Sequent calculus,,,[sequent calculus](https://ncatlab.org/nlab/show/sequent%20calculus),,[Gentzen system](http://planetmath.org/gentzensystem)
[Q1135427](https://www.wikidata.org/wiki/Q1135427),Sequentially compact,[sequentially compact](https://mathgloss.github.io/MathGloss/chicago/sequentially_compact),,,,[sequentially compact](http://planetmath.org/sequentiallycompact)
[Q170198](https://www.wikidata.org/wiki/Q170198),Series (mathematics),,,[series](https://ncatlab.org/nlab/show/series),,[sum of series](http://planetmath.org/sumofseries)
[Q11095962](https://www.wikidata.org/wiki/Q11095962),Serre duality,,,[Serre duality](https://ncatlab.org/nlab/show/Serre%20duality),,[Serre duality](http://planetmath.org/serreduality)
[Q1931224](https://www.wikidata.org/wiki/Q1931224),Sesquilinear form,,,[sesquilinear form](https://ncatlab.org/nlab/show/sesquilinear%20form),,[Hermitian form](http://planetmath.org/hermitianform)
[Q36161](https://www.wikidata.org/wiki/Q36161),SeT,,,[set](https://ncatlab.org/nlab/show/set),,[set](http://planetmath.org/set)
[Q242767](https://www.wikidata.org/wiki/Q242767),Set theoretic complement,,,[relative complement](https://ncatlab.org/nlab/show/relative%20complement),,[set difference](http://planetmath.org/setdifference)
[Q1131116](https://www.wikidata.org/wiki/Q1131116),Set-theoretic limit,[contracting sequence of sets in a metric space](https://mathgloss.github.io/MathGloss/chicago/contracting_sequence_of_sets_in_a_metric_space),,,,
[Q2052951](https://www.wikidata.org/wiki/Q2052951),Several complex variables,,,[several complex variables](https://ncatlab.org/nlab/show/several%20complex%20variables),,[several complex variables](http://planetmath.org/severalcomplexvariables)
[Q207961](https://www.wikidata.org/wiki/Q207961),Shape,,,[shape](https://ncatlab.org/nlab/show/shape),[shape](https://mathgloss.github.io/MathGloss/context/shape),
[Q595298](https://www.wikidata.org/wiki/Q595298),Sheaf (mathematics),,,[étale space](https://ncatlab.org/nlab/show/%C3%A9tale%20space),[presheaf](https://mathgloss.github.io/MathGloss/context/presheaf),[sheaf](http://planetmath.org/sheaf1)
[Q1493952](https://www.wikidata.org/wiki/Q1493952),Sheaf cohomology,,,[sheaf cohomology](https://ncatlab.org/nlab/show/sheaf%20cohomology),,[sheaf cohomology](http://planetmath.org/sheafcohomology)
[Q2119470](https://www.wikidata.org/wiki/Q2119470),Sierpiński space,,,[Sierpinski space](https://ncatlab.org/nlab/show/Sierpinski%20space),[Sierpinski space](https://mathgloss.github.io/MathGloss/context/Sierpinski_space),[Sierpinski space](http://planetmath.org/sierpinskispace)
[Q217357](https://www.wikidata.org/wiki/Q217357),Sigma-algebra,[σ-algebra](https://mathgloss.github.io/MathGloss/chicago/σ-algebra),[sigma-algebra](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/MeasureTheory/MeasurableSpace/Defs.html#MeasurableSpace),[sigma-algebra](https://ncatlab.org/nlab/show/sigma-algebra),,[σ-algebra](http://planetmath.org/sigmaalgebra1)
[Q290618](https://www.wikidata.org/wiki/Q290618),Sigma-compact,,,[sigma-compact topological space](https://ncatlab.org/nlab/show/sigma-compact%20topological%20space),,[σ-compact](http://planetmath.org/sigmacompact)
[Q236813](https://www.wikidata.org/wiki/Q236813),Sign function,,,[sign function](https://ncatlab.org/nlab/show/sign%20function),,[signum function](http://planetmath.org/signumfunction)
[Q7512593](https://www.wikidata.org/wiki/Q7512593),Sign relation,,,[sign relation](https://ncatlab.org/nlab/show/sign%20relation),,[sign relation](http://planetmath.org/signrelation)
[Q298582](https://www.wikidata.org/wiki/Q298582),Signature (mathematics),,,[signature](https://ncatlab.org/nlab/show/signature),,[signature](http://planetmath.org/signature)
[Q7512811](https://www.wikidata.org/wiki/Q7512811),Signature (topology),,[signature](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/GroupTheory/Perm/Sign.html#Equiv.Perm.sign),,[signature](https://mathgloss.github.io/MathGloss/context/signature),
[Q1193832](https://www.wikidata.org/wiki/Q1193832),Signed,,,[positive number](https://ncatlab.org/nlab/show/positive%20number),,[positive](http://planetmath.org/positive)
[Q1764371](https://www.wikidata.org/wiki/Q1764371),Signed measure,[signed measure](https://mathgloss.github.io/MathGloss/chicago/signed_measure),,,,[signed measure](http://planetmath.org/signedmeasure)
[Q913022](https://www.wikidata.org/wiki/Q913022),Simple function,[simple function](https://mathgloss.github.io/MathGloss/chicago/simple_function),,[simple function](https://ncatlab.org/nlab/show/simple%20function),,[simple function](http://planetmath.org/simplefunction)
[Q571124](https://www.wikidata.org/wiki/Q571124),Simple group,[simple group](https://mathgloss.github.io/MathGloss/chicago/simple_group),,[simple group](https://ncatlab.org/nlab/show/simple%20group),,[simple group](http://planetmath.org/simplegroup)
[Q956233](https://www.wikidata.org/wiki/Q956233),Simple module,[simple module](https://mathgloss.github.io/MathGloss/chicago/simple_module),,,,[simple module](http://planetmath.org/simplemodule)
[Q2326800](https://www.wikidata.org/wiki/Q2326800),Simple ring,,,[simple ring](https://ncatlab.org/nlab/show/simple%20ring),,[simple ring](http://planetmath.org/simplering)
[Q331350](https://www.wikidata.org/wiki/Q331350),Simplex,[open simplex](https://mathgloss.github.io/MathGloss/chicago/open_simplex),,[simplex](https://ncatlab.org/nlab/show/simplex),,
[Q994399](https://www.wikidata.org/wiki/Q994399),Simplicial complex,[simplicial complex](https://mathgloss.github.io/MathGloss/chicago/simplicial_complex),,[simplicial complex](https://ncatlab.org/nlab/show/simplicial%20complex),,[simplicial complex](http://planetmath.org/simplicialcomplex)
[Q7520902](https://www.wikidata.org/wiki/Q7520902),Simplicial homology,[simplicial homology group](https://mathgloss.github.io/MathGloss/chicago/simplicial_homology_group),,[simplicial homology](https://ncatlab.org/nlab/show/simplicial%20homology),,
[Q1467124](https://www.wikidata.org/wiki/Q1467124),Simplicial set,,,[simplicial set](https://ncatlab.org/nlab/show/simplicial%20set),[geometric realization](https://mathgloss.github.io/MathGloss/context/geometric_realization),
[Q912058](https://www.wikidata.org/wiki/Q912058),Simply-connected,[simply connected](https://mathgloss.github.io/MathGloss/chicago/simply_connected),,[simply connected space](https://ncatlab.org/nlab/show/simply%20connected%20space),,[simply connected](http://planetmath.org/simplyconnected)
[Q60227](https://www.wikidata.org/wiki/Q60227),Sin,,[sin](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/Analysis/SpecialFunctions/Trigonometric/Series.html#Complex.hasSum_sin),,,
[Q1165112](https://www.wikidata.org/wiki/Q1165112),Singleton (set theory),,,[singleton](https://ncatlab.org/nlab/show/singleton),,[singleton](http://planetmath.org/singleton)
[Q1095056](https://www.wikidata.org/wiki/Q1095056),Singular homology,[singular homology group](https://mathgloss.github.io/MathGloss/chicago/singular_homology_group),,[singular homology](https://ncatlab.org/nlab/show/singular%20homology),[homology](https://mathgloss.github.io/MathGloss/context/homology),
[Q1824450](https://www.wikidata.org/wiki/Q1824450),Singular measure,[singular measure](https://mathgloss.github.io/MathGloss/chicago/singular_measure),,,,[singular measure](http://planetmath.org/singularmeasure)
[Q2291918](https://www.wikidata.org/wiki/Q2291918),Skeleton (category theory),[skeleton of a category](https://mathgloss.github.io/MathGloss/chicago/skeleton_of_a_category),,[skeleton](https://ncatlab.org/nlab/show/skeleton),[skeleton](https://mathgloss.github.io/MathGloss/context/skeleton),
[Q526790](https://www.wikidata.org/wiki/Q526790),Skew-symmetric matrix,,,[skew-symmetric matrix](https://ncatlab.org/nlab/show/skew-symmetric%20matrix),,[skew-symmetric matrix](http://planetmath.org/skewsymmetricmatrix)
[Q275447](https://www.wikidata.org/wiki/Q275447),Slope,,,[slope of a line](https://ncatlab.org/nlab/show/slope%20of%20a%20line),,[slope](http://planetmath.org/slope)
[Q2295009](https://www.wikidata.org/wiki/Q2295009),Smash product,,,[smash product](https://ncatlab.org/nlab/show/smash%20product),[smash product](https://mathgloss.github.io/MathGloss/context/smash_product),
[Q7545384](https://www.wikidata.org/wiki/Q7545384),Smith normal form,,,[Smith normal form](https://ncatlab.org/nlab/show/Smith%20normal%20form),,[Smith normal form](http://planetmath.org/smithnormalform)
[Q868473](https://www.wikidata.org/wiki/Q868473),Smooth function,[smooth](https://mathgloss.github.io/MathGloss/chicago/smooth),,[smooth map](https://ncatlab.org/nlab/show/smooth%20map),,[C^n](http://planetmath.org/cn)
[Q1501536](https://www.wikidata.org/wiki/Q1501536),Sobolev space,,,[Sobolev space](https://ncatlab.org/nlab/show/Sobolev%20space),,[Sobolev space](http://planetmath.org/sobolevspace)
[Q7553048](https://www.wikidata.org/wiki/Q7553048),Socle (mathematics),,,[socle](https://ncatlab.org/nlab/show/socle),,[socle](http://planetmath.org/socle)
[Q3489713](https://www.wikidata.org/wiki/Q3489713),Solenoid (mathematics),,,[solenoid](https://ncatlab.org/nlab/show/solenoid),[adic solenoid](https://mathgloss.github.io/MathGloss/context/adic_solenoid),
[Q1770567](https://www.wikidata.org/wiki/Q1770567),Soliton (topology),,,[topological defect](https://ncatlab.org/nlab/show/topological%20defect),,[soliton](http://planetmath.org/soliton)
[Q759832](https://www.wikidata.org/wiki/Q759832),Solvable group,[solvable group](https://mathgloss.github.io/MathGloss/chicago/solvable_group),,[solvable group](https://ncatlab.org/nlab/show/solvable%20group),,[solvable group](http://planetmath.org/solvablegroup)
[Q7558992](https://www.wikidata.org/wiki/Q7558992),Solvable Lie algebra,[solvable Lie algebra](https://mathgloss.github.io/MathGloss/chicago/solvable_lie_algebra),,,,[solvable Lie algebra](http://planetmath.org/solvableliealgebra)
[Q831672](https://www.wikidata.org/wiki/Q831672),Spanning tree,[maximal subtree](https://mathgloss.github.io/MathGloss/chicago/maximal_subtree),,,,[spanning tree](http://planetmath.org/spanningtree)
[Q2140900](https://www.wikidata.org/wiki/Q2140900),Special linear group,[special linear group](https://mathgloss.github.io/MathGloss/chicago/special_linear_group),[special linear group](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/LinearAlgebra/Matrix/SpecialLinearGroup.html#Matrix.SpecialLinearGroup),[special linear group](https://ncatlab.org/nlab/show/special%20linear%20group),,[special linear group](http://planetmath.org/speciallineargroup)
[Q7574831](https://www.wikidata.org/wiki/Q7574831),Special linear Lie algebra,[special linear algebra](https://mathgloss.github.io/MathGloss/chicago/special_linear_algebra),,[special linear Lie algebra](https://ncatlab.org/nlab/show/special%20linear%20Lie%20algebra),,
[Q684363](https://www.wikidata.org/wiki/Q684363),Special unitary group,[special unitary group](https://mathgloss.github.io/MathGloss/chicago/special_unitary_group),,[SU(5)](https://ncatlab.org/nlab/show/SU%285%29),,
[Q7432](https://www.wikidata.org/wiki/Q7432),Species (biology),,,[species](https://ncatlab.org/nlab/show/species),[species](https://mathgloss.github.io/MathGloss/context/species),
[Q7575210](https://www.wikidata.org/wiki/Q7575210),Spectral space,,,[coherent space](https://ncatlab.org/nlab/show/coherent%20space),,[spectral space](http://planetmath.org/spectralspace)
[Q7575215](https://www.wikidata.org/wiki/Q7575215),Spectral theory of ordinary differential equations,,,[spectral measure](https://ncatlab.org/nlab/show/spectral%20measure),,[spectral measure](http://planetmath.org/spectralmeasure)
[Q1154351](https://www.wikidata.org/wiki/Q1154351),Spectrum of a ring,,,[prime spectrum](https://ncatlab.org/nlab/show/prime%20spectrum),,[prime spectrum](http://planetmath.org/primespectrum)
[Q604907](https://www.wikidata.org/wiki/Q604907),Spinor,,,[chiral fermion](https://ncatlab.org/nlab/show/chiral%20fermion),,[spinor](http://planetmath.org/spinor)
[Q17103180](https://www.wikidata.org/wiki/Q17103180),Split epimorphism,,,[split monomorphism](https://ncatlab.org/nlab/show/split%20monomorphism),[retract](https://mathgloss.github.io/MathGloss/context/retract),[retract](http://planetmath.org/retract)
[Q1996100](https://www.wikidata.org/wiki/Q1996100),Splitting field,,[splitting fields](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/FieldTheory/SplittingField/Construction.html#Polynomial.SplittingField),[splitting field](https://ncatlab.org/nlab/show/splitting%20field),,[splitting field](http://planetmath.org/splittingfield)
[Q164](https://www.wikidata.org/wiki/Q164),Square,,,[square](https://ncatlab.org/nlab/show/square),,[square](http://planetmath.org/square1)
[Q2739329](https://www.wikidata.org/wiki/Q2739329),Square matrix,,,[square matrix](https://ncatlab.org/nlab/show/square%20matrix),,[square matrix](http://planetmath.org/squarematrix)
[Q134237](https://www.wikidata.org/wiki/Q134237),Square root,,,[square root](https://ncatlab.org/nlab/show/square%20root),,[square root](http://planetmath.org/squareroot)
[Q50706](https://www.wikidata.org/wiki/Q50706),Square-free integer,,,[square-free number](https://ncatlab.org/nlab/show/square-free%20number),,[square-free number](http://planetmath.org/squarefreenumber)
[Q7581979](https://www.wikidata.org/wiki/Q7581979),Square-free polynomial,,,[square-free polynomial](https://ncatlab.org/nlab/show/square-free%20polynomial),,[square root of polynomial](http://planetmath.org/squarerootofpolynomial)
[Q1756677](https://www.wikidata.org/wiki/Q1756677),Stability theory,,[stability by derivation](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/Analysis/Distribution/SchwartzSpace.html#SchwartzMap.fderivCLM),[stability theory](https://ncatlab.org/nlab/show/stability%20theory),,
[Q3554830](https://www.wikidata.org/wiki/Q3554830),Stable manifold,,,[stable space](https://ncatlab.org/nlab/show/stable%20space),,[stable manifold](http://planetmath.org/stablemanifold)
[Q17103642](https://www.wikidata.org/wiki/Q17103642),Stalk of a sheaf,,,[stalk](https://ncatlab.org/nlab/show/stalk),,[stalk](http://planetmath.org/stalk)
[Q7601281](https://www.wikidata.org/wiki/Q7601281),Star product,,,[star product](https://ncatlab.org/nlab/show/star%20product),,[star product](http://planetmath.org/starproduct)
[Q769917](https://www.wikidata.org/wiki/Q769917),Star-convex,,,[star domain](https://ncatlab.org/nlab/show/star%20domain),,[star-shaped region](http://planetmath.org/starshapedregion)
[Q1949963](https://www.wikidata.org/wiki/Q1949963),StatistiC,,,[statistic](https://ncatlab.org/nlab/show/statistic),,[statistic](http://planetmath.org/statistic)
[Q931187](https://www.wikidata.org/wiki/Q931187),Stein manifold,,,[Stein manifold](https://ncatlab.org/nlab/show/Stein%20manifold),,[Stein manifold](http://planetmath.org/steinmanifold)
[Q4420916](https://www.wikidata.org/wiki/Q4420916),Steiner system,,,[Steiner system](https://ncatlab.org/nlab/show/Steiner%20system),,[Steiner system](http://planetmath.org/steinersystem)
[Q917657](https://www.wikidata.org/wiki/Q917657),Step function,,,[step function](https://ncatlab.org/nlab/show/step%20function),,[stair function](http://planetmath.org/stairfunction)
[Q866099](https://www.wikidata.org/wiki/Q866099),Stereographic projection,,,[stereographic projection](https://ncatlab.org/nlab/show/stereographic%20projection),,[stereographic projection](http://planetmath.org/stereographicprojection)
[Q285771](https://www.wikidata.org/wiki/Q285771),Stieltjes Integral,,,[Stieltjes integral](https://ncatlab.org/nlab/show/Stieltjes%20integral),,[Riemann-Stieltjes integral](http://planetmath.org/riemannstieltjesintegral)
[Q2601117](https://www.wikidata.org/wiki/Q2601117),Stirling numbers of the second kind,[Stirling numbers of the second kind](https://mathgloss.github.io/MathGloss/chicago/stirling_numbers_of_the_second_kind),,,,[Stirling numbers of the second kind](http://planetmath.org/stirlingnumbersofthesecondkind)
[Q176737](https://www.wikidata.org/wiki/Q176737),Stochastic process,,,[stochastic process](https://ncatlab.org/nlab/show/stochastic%20process),,[stochastic process](http://planetmath.org/stochasticprocess)
[Q30587585](https://www.wikidata.org/wiki/Q30587585),Stone space,,,[Stone space](https://ncatlab.org/nlab/show/Stone%20space),,[Stone space](http://planetmath.org/stonespace)
[Q2033899](https://www.wikidata.org/wiki/Q2033899),Stone–Čech compactification,,,[Stone-Čech compactification](https://ncatlab.org/nlab/show/Stone-%C4%8Cech%20compactification),,[Stone-Čech compactification](http://planetmath.org/stonevcechcompactification)
[Q166154](https://www.wikidata.org/wiki/Q166154),Straight line segment,,,[line segment](https://ncatlab.org/nlab/show/line%20segment),,[line segment](http://planetmath.org/linesegment)
[Q4596935](https://www.wikidata.org/wiki/Q4596935),Strict 2-category,,,[strict 2-category](https://ncatlab.org/nlab/show/strict%202-category),[2-category](https://mathgloss.github.io/MathGloss/context/2-category),
[Q282491](https://www.wikidata.org/wiki/Q282491),Strictly dominated strategy,,,[dominance](https://ncatlab.org/nlab/show/dominance),,[dominant strategy](http://planetmath.org/dominantstrategy)
[Q6671777](https://www.wikidata.org/wiki/Q6671777),Structure,,,,[structures](https://mathgloss.github.io/MathGloss/context/structures),
[Q7625098](https://www.wikidata.org/wiki/Q7625098),Structure constants,[structure constants](https://mathgloss.github.io/MathGloss/chicago/structure_constants),,,,
[Q629933](https://www.wikidata.org/wiki/Q629933),Subalgebra,[subalgebra](https://mathgloss.github.io/MathGloss/chicago/subalgebra),,,,
[Q541563](https://www.wikidata.org/wiki/Q541563),Subcategory,,,[subcategory](https://ncatlab.org/nlab/show/subcategory),[subcategory](https://mathgloss.github.io/MathGloss/context/subcategory),
[Q7631142](https://www.wikidata.org/wiki/Q7631142),Subfunctor,,,[subfunctor](https://ncatlab.org/nlab/show/subfunctor),[subfunctor](https://mathgloss.github.io/MathGloss/context/subfunctor),
[Q466109](https://www.wikidata.org/wiki/Q466109),SubGroup,[subgroup](https://mathgloss.github.io/MathGloss/chicago/subgroup),[subgroup](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/Algebra/Group/Subgroup/Defs.html#Subgroup),[subgroup](https://ncatlab.org/nlab/show/subgroup),,[subgroup](http://planetmath.org/subgroup)
[Q360830](https://www.wikidata.org/wiki/Q360830),Subgroup series,,,[subgroup series](https://ncatlab.org/nlab/show/subgroup%20series),,[subnormal series](http://planetmath.org/subnormalseries)
[Q125539](https://www.wikidata.org/wiki/Q125539),Submanifold,,,[submanifold](https://ncatlab.org/nlab/show/submanifold),,[submanifold](http://planetmath.org/submanifold)
[Q1420023](https://www.wikidata.org/wiki/Q1420023),Submersion (mathematics),,,[submersion](https://ncatlab.org/nlab/show/submersion),,[submersion](http://planetmath.org/submersion)
[Q2547089](https://www.wikidata.org/wiki/Q2547089),Subobject,,,[subobject](https://ncatlab.org/nlab/show/subobject),[subobject](https://mathgloss.github.io/MathGloss/context/subobject),
[Q7631737](https://www.wikidata.org/wiki/Q7631737),Subobject classifier,,,[subobject classifier](https://ncatlab.org/nlab/show/subobject%20classifier),[subobject classifier](https://mathgloss.github.io/MathGloss/context/subobject_classifier),
[Q7631847](https://www.wikidata.org/wiki/Q7631847),Subquotient,,,[subquotient](https://ncatlab.org/nlab/show/subquotient),,[section of a group](http://planetmath.org/sectionofagroup)
[Q55648664](https://www.wikidata.org/wiki/Q55648664),Subrepresentation,[subrepresentation](https://mathgloss.github.io/MathGloss/chicago/subrepresentation),,[subrepresentation](https://ncatlab.org/nlab/show/subrepresentation),,
